,tickerName,shortName,sector,ask,previousClose,open,currency,trailingPE,forwardPE
101,CB,Chubb Limited,Financial Services,0.0,150.03,150.11,USD,29.57211,13.11775
102,CHD,"Church & Dwight Company, Inc.",Consumer Defensive,0.0,87.21,87.25,USD,27.82271,28.289474
103,CI,Cigna Corporation,Healthcare,0.0,214.81,215.98,USD,14.806261,10.264234
104,CINF,Cincinnati Financial Corporatio,Financial Services,0.0,79.705,79.7,USD,16.321085,20.866142
105,CTAS,Cintas Corporation,Industrials,0.0,361.41,362.03,USD,42.073997,37.866592
106,CSCO,"Cisco Systems, Inc.",Technology,0.0,41.88,41.9,USD,16.728745,12.261127
107,C,"Citigroup, Inc.",Financial Services,0.0,50.73,51.09,USD,9.941577,8.987677
108,CFG,"Citizens Financial Group, Inc.",Financial Services,0.0,33.07,33.16,USD,14.650743,11.652329
109,CTXS,"Citrix Systems, Inc.",Technology,0.0,119.68,119.32,USD,25.436083,18.650469
110,CLX,Clorox Company (The),Consumer Defensive,0.0,209.1,208.77,USD,22.78315,25.751255
111,CME,CME Group Inc.,Financial Services,0.0,168.07,168.35,USD,27.63,24.743284
112,CMS,CMS Energy Corporation,Utilities,0.0,63.83,64.13,USD,23.025084,21.578949
113,KO,Coca-Cola Company (The),Consumer Defensive,0.0,53.68,53.75,USD,27.259068,24.933651
114,CTSH,Cognizant Technology Solutions ,Technology,0.0,76.78,76.47,USD,27.687176,18.81612
115,CL,Colgate-Palmolive Company,Consumer Defensive,0.0,85.35,85.64,USD,27.031948,26.195047
116,CMCSA,Comcast Corporation,Communication Services,0.0,49.78,49.6,USD,22.035873,17.0625
117,CMA,Comerica Incorporated,Financial Services,0.0,52.01,52.25,USD,13.996696,12.906091
118,CAG,"ConAgra Brands, Inc.",Consumer Defensive,0.0,35.74,35.84,USD,17.477833,13.698842
119,CXO,Concho Resources Inc.,Energy,0.0,56.23,56.5,USD,0.0,14.200501
120,COP,ConocoPhillips,Energy,0.0,38.85,38.96,USD,0.0,55.97143
121,ED,"Consolidated Edison, Inc.",Utilities,0.0,79.25,79.5,USD,19.168518,17.302896
122,STZ,"Constellation Brands, Inc.",Consumer Defensive,0.0,205.05,205.09,USD,36.06833,20.113523
123,COO,"The Cooper Companies, Inc.",Healthcare,0.0,332.45,332.71,USD,58.876385,26.220366
124,CPRT,"Copart, Inc.",Industrials,0.0,116.19,116.79,USD,39.580204,35.24924
125,GLW,Corning Incorporated,Technology,0.0,36.48,36.6,USD,141.52942,19.403225
126,CTVA,"Corteva, Inc.",Basic Materials,0.0,37.02,37.24,USD,0.0,20.61236
127,COST,Costco Wholesale Corporation,Consumer Defensive,0.0,381.92,382.888,USD,42.37583,35.55628
128,CCI,Crown Castle International Corp,Real Estate,0.0,166.34,166.29,USD,106.65624,72.92735
129,CSX,CSX Corporation,Industrials,0.0,92.5,92.84,USD,25.376493,21.141203
130,CMI,Cummins Inc.,Industrials,0.0,231.08,231.68,USD,22.001698,17.242247
131,CVS,CVS Health Corporation,Healthcare,0.0,67.14,67.5,USD,10.966942,8.799734
132,DHI,"D.R. Horton, Inc.",Consumer Cyclical,0.0,73.47,73.7,USD,11.628706,8.548165
133,DHR,Danaher Corporation,Healthcare,0.0,229.35,229.73,USD,45.302418,31.38268
134,DRI,"Darden Restaurants, Inc.",Consumer Cyclical,0.0,108.53,108.01,USD,0.0,18.0
135,DVA,DaVita Inc.,Healthcare,0.0,113.39,113.67,USD,16.217997,13.161605
136,DE,Deere & Company,Industrials,0.0,258.21,258.44,USD,29.998833,24.276413
137,DAL,"Delta Air Lines, Inc.",Industrials,0.0,37.6,38.09,USD,0.0,-77.36735
138,XRAY,DENTSPLY SIRONA Inc.,Healthcare,0.0,48.9,49.13,USD,0.0,21.358078
139,DVN,Devon Energy Corporation,Energy,0.0,13.11,13.22,USD,0.0,21.266666
140,DXCM,"DexCom, Inc.",Healthcare,0.0,334.35,335.245,USD,136.09343,97.979164
141,FANG,"Diamondback Energy, Inc. - Comm",Energy,0.0,37.31,37.75,USD,0.0,9.676923
142,DLR,"Digital Realty Trust, Inc.",Real Estate,0.0,142.42,142.23,USD,65.50137,133.0841
143,DFS,Discover Financial Services,Financial Services,0.0,76.66,77.11,USD,23.209274,10.522821
144,DISCA,"Discovery, Inc. - Series A",Communication Services,0.0,24.3,24.32,USD,13.573407,7.3573575
145,DISCK,"Discovery, Inc. - Series C",Communication Services,0.0,22.0,22.04,USD,12.204987,6.57612
146,DISH,DISH Network Corporation,Communication Services,0.0,34.05,34.11,USD,13.645621,11.754386
147,DG,Dollar General Corporation,Consumer Defensive,0.0,208.75,208.93,USD,22.702732,21.282654
148,DLTR,"Dollar Tree, Inc.",Consumer Defensive,0.0,93.82,94.35,USD,25.113972,16.202421
149,D,"Dominion Energy, Inc.",Utilities,0.0,84.17,84.48,USD,0.0,20.984497
150,DOV,Dover Corporation,Industrials,0.0,125.41,125.97,USD,27.093681,20.155592
151,DOW,Dow Inc.,Basic Materials,0.0,54.48,54.65,USD,0.0,20.557621
152,DTE,DTE Energy Company,Utilities,0.0,132.84,133.33,USD,18.426266,18.286516
153,DUK,Duke Energy Corporation (Holdin,Utilities,0.0,92.92,93.59,USD,33.539757,17.568138
154,DRE,Duke Realty Corporation,Real Estate,0.0,39.85,39.85,USD,66.22867,65.77966
155,DD,"DuPont de Nemours, Inc.",Basic Materials,0.0,63.16,63.5,USD,0.0,17.507044
156,DXC,DXC Technology Company,Technology,0.0,22.05,22.05,USD,0.0,6.2408967
157,EMN,Eastman Chemical Company,Basic Materials,0.0,97.01,97.34,USD,27.940498,13.701134
158,ETN,"Eaton Corporation, PLC",Industrials,0.0,116.07,116.14,USD,34.30796,23.396795
159,EBAY,eBay Inc.,Consumer Cyclical,0.0,48.33,48.07,USD,6.730929,13.116216
160,ECL,Ecolab Inc.,Basic Materials,210.26,212.27,213.13,USD,0.0,39.29456
161,EIX,Edison International,Utilities,0.0,65.6,66.01,USD,67.08939,14.122538
162,EW,Edwards Lifesciences Corporatio,Healthcare,0.0,85.18,84.85,USD,67.391304,38.4009
163,EA,Electronic Arts Inc.,Communication Services,0.0,118.52,118.34,USD,26.039669,19.636974
164,EMR,Emerson Electric Company,Industrials,0.0,76.39,76.78,USD,23.738808,19.564884
165,ETR,Entergy Corporation,Utilities,0.0,111.96,112.61,USD,15.990423,18.488255
166,EOG,"EOG Resources, Inc.",Energy,0.0,45.67,46.2,USD,0.0,21.917074
167,EFX,"Equifax, Inc.",Industrials,0.0,171.95,172.61,USD,47.552544,26.78349
168,EQIX,"Equinix, Inc.",Real Estate,0.0,751.18,747.89,USD,144.6366,87.732376
169,EQR,Equity Residential,Real Estate,0.0,62.5,62.69,USD,23.559921,58.784313
170,ESS,"Essex Property Trust, Inc.",Real Estate,0.0,260.0,260.3,USD,27.75412,59.254078
171,EL,"Estee Lauder Companies, Inc. (T",Consumer Defensive,0.0,256.95,257.42,USD,150.34235,39.670364
172,ETSY,"Etsy, Inc.",Consumer Cyclical,0.0,128.82,127.84,USD,68.2116,58.800926
173,EVRG,"Evergy, Inc.",Utilities,0.0,56.57,56.94,USD,19.916725,17.03096
174,ES,Eversource Energy (D/B/A),Utilities,0.0,91.75,92.35,USD,25.475447,23.07198
175,RE,"Everest Re Group, Ltd.",Financial Services,0.0,238.39,239.44,USD,14.233913,9.760482
176,EXC,Exelon Corporation,Utilities,0.0,43.07,43.19,USD,17.572016,14.280936
177,EXPE,"Expedia Group, Inc.",Consumer Cyclical,0.0,123.03,123.1,USD,0.0,185.63635
178,EXPD,Expeditors International of Was,Industrials,0.0,89.9,89.92,USD,24.318857,22.425373
179,EXR,Extra Space Storage Inc,Real Estate,114.12,117.87,117.84,USD,33.5867,34.17523
180,XOM,Exxon Mobil Corporation,Energy,0.0,38.67,39.02,USD,47.827763,25.840277
181,FFIV,"F5 Networks, Inc.",Technology,0.0,162.09,161.48,USD,31.023949,14.066062
182,FB,"Facebook, Inc.",Communication Services,0.0,275.0,274.52,USD,30.98314,26.20135
183,FAST,Fastenal Company,Industrials,0.0,47.655,47.71,USD,32.60959,31.117647
184,FRT,Federal Realty Investment Trust,Real Estate,0.0,91.31,91.54,USD,39.05644,45.325
185,FDX,FedEx Corporation,Industrials,0.0,285.05,285.7,USD,41.593052,16.310623
186,FIS,Fidelity National Information S,Technology,0.0,146.97,146.41,USD,0.0,21.86576
187,FITB,Fifth Third Bancorp,Financial Services,0.0,26.05,26.1,USD,12.830754,11.576577
188,FE,FirstEnergy Corp.,Utilities,0.0,28.74,28.86,USD,21.210995,10.896947
189,FRC,FIRST REPUBLIC BANK,Financial Services,133.56,134.47,135.24,USD,23.769644,22.637754
190,FISV,"Fiserv, Inc.",Technology,0.0,109.95,109.75,USD,82.044075,19.994444
191,FLT,"FleetCor Technologies, Inc.",Technology,0.0,267.99,267.31,USD,31.602886,20.67874
192,FLIR,"FLIR Systems, Inc.",Technology,0.0,37.23,37.28,USD,36.765835,16.44206
193,FLS,Flowserve Corporation,Industrials,0.0,33.6,33.86,USD,30.909092,21.540373
194,FMC,FMC Corporation,Basic Materials,0.0,115.69,116.0,USD,30.159601,15.598105
195,F,Ford Motor Company,Consumer Cyclical,0.0,8.75,8.82,USD,0.0,8.4
196,FTNT,"Fortinet, Inc.",Technology,0.0,118.42,120.12,USD,43.553566,32.232044
197,FTV,Fortive Corporation,Technology,71.19,71.65,71.75,USD,46.429035,29.702927
198,FBHS,"Fortune Brands Home & Security,",Consumer Cyclical,0.0,83.39,84.11,USD,23.677181,17.727661
199,FOXA,Fox Corporation,Communication Services,0.0,28.16,28.1,USD,10.52912,11.525
200,FOX,Fox Corporation,Communication Services,0.0,27.65,27.67,USD,10.327369,11.544681
201,BEN,"Franklin Resources, Inc.",Financial Services,0.0,21.48,21.58,USD,13.408805,7.4545455
202,FCX,"Freeport-McMoRan, Inc.",Basic Materials,0.0,21.03,21.0,USD,0.0,12.628048
203,GPS,"Gap, Inc. (The)",Consumer Cyclical,0.0,24.56,24.61,USD,0.0,18.348837
204,GRMN,Garmin Ltd.,Technology,0.0,117.33,117.34,USD,21.45673,22.633663
205,IT,"Gartner, Inc.",Technology,0.0,158.71,158.8,USD,64.93255,38.02963
206,GD,General Dynamics Corporation,0,0.0,151.47,152.43,USD,13.622648,13.301559
207,GE,General Electric Company,Industrials,0.0,9.68,9.97,USD,27.642044,27.027775
208,GIS,"General Mills, Inc.",Consumer Defensive,0.0,61.28,61.2,USD,16.340551,16.566395
209,GM,General Motors Company,Consumer Cyclical,0.0,41.98,42.19,USD,19.156952,7.3528404
210,GPC,Genuine Parts Company,Consumer Cyclical,0.0,98.48,98.6,USD,0.0,17.126736
211,GILD,"Gilead Sciences, Inc.",Healthcare,0.0,60.97,61.04,USD,60.476665,9.116767
212,GL,Globe Life Inc.,Financial Services,0.0,93.79,93.89,USD,13.537335,12.149802
213,GPN,Global Payments Inc.,Industrials,0.0,189.83,190.18,USD,112.325165,23.344099
214,GS,"Goldman Sachs Group, Inc. (The)",Financial Services,0.0,224.65,225.0,USD,12.93019,9.330282
215,GWW,"W.W. Grainger, Inc.",Industrials,418.75,410.46,411.49,USD,35.857094,22.616348
216,HAL,Halliburton Company,Energy,0.0,15.81,15.85,USD,0.0,22.632353
217,HBI,Hanesbrands Inc.,Consumer Cyclical,0.0,13.53,13.56,USD,10.93801,8.651613
218,HIG,Hartford Financial Services Gro,Financial Services,0.0,46.43,46.43,USD,9.592306,8.433824
219,HAS,"Hasbro, Inc.",Consumer Cyclical,0.0,91.89,91.94,USD,32.652485,20.692137
220,HCA,"HCA Healthcare, Inc.",Healthcare,0.0,153.03,152.11,USD,15.292214,12.719933
221,PEAK,"Healthpeak Properties, Inc.",Real Estate,0.0,30.81,30.82,USD,0.0,0.0
222,HSIC,"Henry Schein, Inc.",Healthcare,0.0,64.61,64.37,USD,15.710442,16.949867
223,HSY,The Hershey Company,Consumer Defensive,0.0,152.93,153.51,USD,26.441986,22.963415
224,HES,Hess Corporation,Energy,0.0,47.31,47.41,USD,0.0,-19.67094
225,HPE,Hewlett Packard Enterprise Comp,Technology,0.0,10.48,10.53,USD,10499.999,6.9078946
226,HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,0.0,103.34,103.37,USD,0.0,47.19178
227,HFC,HollyFrontier Corporation,Energy,0.0,23.61,23.82,USD,0.0,68.81818
228,HOLX,"Hologic, Inc.",Healthcare,0.0,72.0,72.1,USD,16.629454,15.353071
229,HD,"Home Depot, Inc. (The)",Consumer Cyclical,0.0,272.47,270.5,USD,24.714231,22.153528
230,HON,Honeywell International Inc.,Industrials,0.0,205.33,204.5,USD,28.824709,25.489227
231,HRL,Hormel Foods Corporation,Consumer Defensive,0.0,51.33,51.45,USD,29.417645,27.47802
232,HST,"Host Hotels & Resorts, Inc.",Real Estate,0.0,14.14,13.43,USD,0.0,-19.929577
233,HWM,Howmet Aerospace Inc.,Industrials,0.0,23.5,23.9,USD,0.0,0.0
234,HPQ,HP Inc.,Technology,0.0,20.5,20.61,USD,11.579842,8.702128
235,HUM,Humana Inc.,Healthcare,0.0,422.23,422.74,USD,13.40982,19.203304
236,HBAN,Huntington Bancshares Incorpora,Financial Services,0.0,12.02,12.16,USD,16.694796,11.413462
237,HII,"Huntington Ingalls Industries, ",Industrials,0.0,162.82,164.74,USD,11.181837,15.644914
238,IEX,IDEX Corporation,Industrials,198.2,197.19,196.63,USD,40.29796,35.01064
239,IDXX,"IDEXX Laboratories, Inc.",Healthcare,0.0,455.85,451.36,USD,77.41631,65.98217
240,INFO,IHS Markit Ltd.,Industrials,0.0,92.29,92.39,USD,39.803406,28.650944
241,ITW,Illinois Tool Works Inc.,Industrials,0.0,209.87,210.9,USD,31.25095,27.189974
242,ILMN,"Illumina, Inc.",Healthcare,0.0,297.95,296.99,USD,68.435326,45.630608
243,INCY,Incyte Corporation,Healthcare,0.0,82.98,83.11,USD,0.0,22.182304
244,IR,Ingersoll Rand Inc.,Industrials,0.0,44.64,44.97,USD,0.0,25.091429
245,INTC,Intel Corporation,Technology,0.0,45.53,45.55,USD,8.81973,9.881579
246,ICE,Intercontinental Exchange Inc.,Financial Services,0.0,100.03,99.88,USD,27.414553,20.983124
247,IBM,International Business Machines,Technology,0.0,117.7,117.72,USD,13.234727,10.023176
248,IP,International Paper Company,Consumer Cyclical,0.0,50.09,50.22,USD,39.71154,13.921349
249,IPG,"Interpublic Group of Companies,",Communication Services,0.0,21.9,21.9,USD,14.779006,11.630434
250,IFF,Internationa Flavors & Fragranc,Basic Materials,0.0,114.51,115.0,USD,33.629562,18.24513
251,INTU,Intuit Inc.,Technology,0.0,358.75,356.24,USD,51.263004,37.06792
252,ISRG,"Intuitive Surgical, Inc.",Healthcare,0.0,749.15,747.24,USD,83.54751,55.2244
253,IVZ,Invesco Ltd,Financial Services,0.0,16.3,16.3,USD,15.032864,7.8866997
254,IPGP,IPG Photonics Corporation,Technology,0.0,199.32,200.42,USD,100.74695,41.65336
255,IQV,"IQVIA Holdings, Inc.",Healthcare,169.91,172.21,172.32,USD,186.61148,21.53758
256,IRM,Iron Mountain Incorporated (Del,Real Estate,0.0,25.9,25.94,USD,56.304344,19.185184
257,JKHY,"Jack Henry & Associates, Inc.",Technology,0.0,158.85,159.48,USD,40.80998,35.745495
258,J,Jacobs Engineering Group Inc.,Industrials,0.0,105.3,105.82,USD,0.0,0.0
259,JBHT,"J.B. Hunt Transport Services, I",Industrials,0.0,133.04,133.05,USD,28.413929,22.035002
260,SJM,J.M. Smucker Company (The) New,Consumer Defensive,0.0,118.43,118.95,USD,15.321598,13.556206
261,JNJ,Johnson & Johnson,Healthcare,0.0,149.35,148.87,USD,23.171383,16.374443
262,JCI,Johnson Controls International ,Industrials,0.0,44.71,44.92,USD,54.714287,16.240282
263,JPM,JP Morgan Chase & Co.,Financial Services,0.0,116.11,117.34,USD,15.028034,12.706726
264,JNPR,"Juniper Networks, Inc.",Technology,0.0,22.21,22.18,USD,18.51695,13.242425
265,KSU,Kansas City Southern,Industrials,0.0,191.57,191.58,USD,31.253109,22.287233
266,K,Kellogg Company,Consumer Defensive,0.0,66.32,66.4,USD,18.835457,16.255
267,KEY,KeyCorp,Financial Services,0.0,15.67,15.78,USD,13.451865,11.404412
268,KEYS,Keysight Technologies Inc.,Technology,0.0,117.56,117.0,USD,36.196163,19.548388
269,KMB,Kimberly-Clark Corporation,Consumer Defensive,0.0,143.83,144.0,USD,20.476122,18.038363
270,KIM,Kimco Realty Corporation,Real Estate,0.0,15.07,15.1,USD,7.2065377,29.1
271,KMI,"Kinder Morgan, Inc.",Energy,0.0,14.03,14.02,USD,280.81635,15.120879
272,KLAC,KLA Corporation,Technology,0.0,241.84,243.61,USD,29.231329,18.58778
273,KHC,The Kraft Heinz Company,Consumer Defensive,0.0,31.59,31.7,USD,0.0,12.601593
274,KR,Kroger Company (The),Consumer Defensive,0.0,31.9,32.1,USD,9.831237,11.910781
275,LB,"L Brands, Inc.",Consumer Cyclical,0.0,35.45,35.54,USD,0.0,15.488479
276,LHX,"L3Harris Technologies, Inc.",Industrials,0.0,198.43,199.29,USD,26.710653,14.852496
277,LH,Laboratory Corporation of Ameri,Healthcare,0.0,204.77,205.66,USD,23.083971,10.453256
278,LRCX,Lam Research Corporation,Technology,0.0,431.93,436.11,USD,24.451956,17.185701
279,LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,0.0,74.5,74.62,USD,31.705627,24.251656
280,LVS,Las Vegas Sands Corp.,Consumer Cyclical,0.0,57.5,57.37,USD,0.0,37.47059
281,LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,0.0,42.76,42.76,USD,25.035294,16.182508
282,LDOS,"Leidos Holdings, Inc.",Technology,0.0,100.28,100.16,USD,23.363848,15.431008
283,LEN,Lennar Corporation,Consumer Cyclical,0.0,75.71,75.36,USD,10.675601,9.430334
284,LLY,Eli Lilly and Company,Healthcare,0.0,141.2,141.9,USD,22.933573,17.587202
285,LNC,Lincoln National Corporation,Financial Services,0.0,43.1,43.56,USD,11.21839,4.598953
286,LIN,Linde plc,Basic Materials,0.0,252.14,253.09,USD,59.73747,27.65746
287,LYV,"Live Nation Entertainment, Inc.",Communication Services,0.0,68.78,69.4,USD,0.0,-34.761658
288,LKQ,LKQ Corporation,Consumer Cyclical,0.0,36.49,36.54,USD,18.21757,13.018248
289,LMT,Lockheed Martin Corporation,Industrials,0.0,375.9,377.49,USD,16.267126,14.4548235
290,L,Loews Corporation,Financial Services,0.0,43.67,43.78,USD,0.0,14.851724
291,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,0.0,159.86,150.37,USD,19.557512,17.082655
292,LUMN,"CenturyLink, Inc. d/b/a Lumen T",Communication Services,0.0,10.14,10.21,USD,0.0,0.0
293,LYB,LyondellBasell Industries NV,Basic Materials,0.0,81.03,81.33,USD,23.492426,11.544944
294,MTB,M&T Bank Corporation,Financial Services,0.0,124.97,125.64,USD,12.135604,11.95
295,MRO,Marathon Oil Corporation,Energy,0.0,5.5,5.54,USD,0.0,-8.318181
296,MPC,Marathon Petroleum Corporation,Energy,0.0,40.61,40.89,USD,0.0,-35.3578
297,MKTX,"MarketAxess Holdings, Inc.",Financial Services,0.0,514.09,515.26,USD,70.54951,62.16748
298,MAR,Marriott International,Consumer Cyclical,0.0,122.78,122.26,USD,223.6803,47.753967
299,MMC,"Marsh & McLennan Companies, Inc",Financial Services,0.0,114.24,114.04,USD,28.140703,21.49712
300,MLM,"Martin Marietta Materials, Inc.",Basic Materials,0.0,269.33,270.74,USD,25.180891,26.0
301,MAS,Masco Corporation,Industrials,0.0,55.72,55.8,USD,10.064009,17.037151
302,MA,Mastercard Incorporated,Financial Services,0.0,336.5,336.53,USD,50.41873,40.6707
303,MKC,"McCormick & Company, Incorporat",Consumer Defensive,0.0,182.66,182.96,USD,32.251724,31.358004
304,MXIM,"Maxim Integrated Products, Inc.",Technology,0.0,80.76,80.58,USD,31.315687,26.245033
305,MCD,McDonald's Corporation,Consumer Cyclical,0.0,216.01,216.1,USD,32.87872,25.779905
306,MCK,McKesson Corporation,Healthcare,0.0,173.64,176.7,USD,13.5469265,9.990379
307,MDT,Medtronic plc.,Healthcare,0.0,110.14,110.13,USD,33.579754,18.972271
308,MRK,"Merck & Company, Inc.",Healthcare,0.0,81.5,81.43,USD,17.723057,12.617925
309,MET,"MetLife, Inc.",Financial Services,0.0,46.01,46.25,USD,7.487305,7.290271
310,MTD,"Mettler-Toledo International, I",Healthcare,1146.6,1193.36,1190.7,USD,48.12148,40.74057
311,MGM,MGM Resorts International,Consumer Cyclical,0.0,26.42,26.52,USD,9.13132,-17.25
312,MCHP,Microchip Technology Incorporat,Technology,0.0,127.37,127.27,USD,53.44606,17.63418
313,MU,"Micron Technology, Inc.",Technology,0.0,61.99,61.5,USD,25.607084,10.023103
314,MSFT,Microsoft Corporation,Technology,0.0,213.9,213.65,USD,34.050655,28.294907
315,MAA,Mid-America Apartment Communiti,Real Estate,0.0,130.91,131.19,USD,45.43063,57.304543
316,MHK,"Mohawk Industries, Inc.",Consumer Cyclical,0.0,131.15,130.63,USD,2.5703802,13.046796
317,TAP,Molson Coors Beverage Company,Consumer Defensive,0.0,45.13,45.3,USD,16.193308,10.371429
318,MDLZ,"Mondelez International, Inc.",Consumer Defensive,0.0,58.54,58.73,USD,27.25814,20.55516
319,MNST,Monster Beverage Corporation,Consumer Defensive,0.0,85.54,84.93,USD,37.954033,32.2682
320,MCO,Moody's Corporation,Financial Services,0.0,274.69,276.0,USD,28.383135,26.46796
321,MS,Morgan Stanley,Financial Services,0.0,58.81,59.0,USD,9.940839,11.508806
322,MOS,Mosaic Company (The),Basic Materials,0.0,18.96,19.11,USD,0.0,16.543104
323,MSI,"Motorola Solutions, Inc.",Technology,0.0,169.57,169.95,USD,37.444096,19.470928
324,MSCI,MSCI Inc,Financial Services,0.0,403.64,403.99,USD,59.711857,47.331364
325,MYL,Mylan N.V.,0,0.0,15.55,15.64,USD,30.726746,3.3878205
326,NDAQ,"Nasdaq, Inc.",Financial Services,0.0,124.33,124.03,USD,22.478022,20.15271
